,0,1,2
[[ 23.  64.]],-9.957436986857676,-9.957495635476183,-9.957302764978817
[[ 24.  65.]],-9.958200734293666,-9.956615619585842,-9.955216078805243
[[ 25.  67.]],-9.953139857918202,-9.953863386815312,-9.948338378576404
[[ 27.  68.]],-9.95214673735639,-9.951762442197339,-9.950449090318367
[[ 28.  69.]],-9.953175728695527,-9.955880396260504,-9.946330079828089
[[ 30.  69.]],-9.958152148198677,-9.95805264210961,-9.956278104283163
[[ 31.  69.]],-9.96360491620942,-9.963135291677816,-9.957438195289432
[[ 33.  71.]],-9.959023399029403,-9.956321650902384,-9.947981232973484
[[ 35.  71.]],-9.95831650766718,-9.958142434467447,-9.958234189233687
[[ 36.  71.]],-9.96244469607138,-9.959932077615381,-9.955304868444037
[[ 38.  71.]],-9.961342064783675,-9.960001522383918,-9.959305173660546
[[ 40.  72.]],-9.954595350182572,-9.954431436654481,-9.950517022499275
[[ 42.  72.]],-9.954709563700554,-9.95521084880815,-9.953081479945977
[[ 43.  71.]],-9.956905461460787,-9.956932827216647,-9.956880114471037
[[ 45.  71.]],-9.954511335182657,-9.954314190046123,-9.952865747807698
[[ 47.  71.]],-9.951536137034894,-9.95005647349002,-9.947864970253242
[[ 48.  70.]],-9.952058798743398,-9.95180216969482,-9.9517098402931
[[ 51.  68.]],-9.951850851674765,-9.951780114558431,-9.951734071918523
[[ 52.  67.]],-9.951881276871827,-9.951432028803207,-9.951529893168802
[[ 57.  58.]],-9.96046822534817,-9.96038608593299,-9.960527635076225
[[ 59.  49.]],-9.95690457204585,-9.956880132552998,-9.957029367120976
[[ 57.  43.]],-9.962235209838298,-9.96232006822986,-9.962453221589666
[[ 57.  41.]],-9.959839319775657,-9.959813890839873,-9.959699914907407
[[ 56.  39.]],-9.960251513854011,-9.960201496980268,-9.960355446616546
[[ 54.  36.]],-9.959663674228043,-9.959737149950028,-9.963228889928835
[[ 53.  34.]],-9.958748023288015,-9.95889509917683,-9.958637587392804
[[ 52.  33.]],-9.958746201678077,-9.958701530338423,-9.958868869251749
[[ 49.  31.]],-9.962012129480335,-9.962033449242355,-9.962678855268813
[[ 46.  29.]],-9.963353894569034,-9.964407048116096,-9.966694448337613
[[ 44.  27.]],-9.960455995860226,-9.960508347760022,-9.960558481408484
[[ 42.  26.]],-9.958620542920908,-9.958757089031648,-9.961082903870636
[[ 40.  25.]],-9.956531327361633,-9.956760619018203,-9.95683610703458
[[ 38.  26.]],-9.963759277703904,-9.964076494078556,-9.964426194477973
[[ 36.  26.]],-9.964550358858839,-9.96459284866874,-9.964879135541043
[[ 33.  26.]],-9.96439791441114,-9.964739405925007,-9.965628594288116
[[ 31.  27.]],-9.967432645049506,-9.968186183162183,-9.969372633025413
[[ 29.  28.]],-9.96911928881782,-9.969132956757461,-9.96909580235853
[[ 28.  29.]],-9.970397801096087,-9.970564085020676,-9.970661662319152
[[ 26.  30.]],-9.969204279169071,-9.969271211774737,-9.971031842575524
[[ 25.  31.]],-9.96948238635628,-9.973133318314693,-9.97288934220857
[[ 23.  32.]],-9.966052458794053,-9.967182524818412,-9.966343310614564
[[ 22.  32.]],-9.964190729238343,-9.964435355597358,-9.964360336639352
[[ 21.  33.]],-9.963624829088236,-9.965539867871453,-9.96646476405175
[[ 20.  34.]],-9.962079030924027,-9.962070880918972,-9.964196808177238
[[ 19.  35.]],-9.960295418798072,-9.9604115375887,-9.960507853570343
[[ 18.  37.]],-9.961375240140967,-9.961319796723954,-9.962029356876103
[[ 17.  38.]],-9.96023822496853,-9.958989232593119,-9.95902931826257
[[ 16.  39.]],-9.955216246511236,-9.955364372165306,-9.955838785049089
[[ 15.  41.]],-9.951758546326923,-9.95170250127666,-9.953399914958737
[[ 15.  42.]],-9.953036455296175,-9.951391927056095,-9.95306625043059
[[ 14.  43.]],-9.94562901680925,-9.945791252411317,-9.94565524480606
[[ 14.  46.]],-9.942820757856254,-9.942320176198765,-9.942311789688443
[[ 14.  48.]],-9.940073404189027,-9.940065133495644,-9.940038862759826
[[ 14.  51.]],-9.935354151834337,-9.93921476932611,-9.935269324301961
[[ 14.  52.]],-9.933037427599695,-9.933105486190476,-9.932539811523263
[[ 14.  53.]],-9.934882742136637,-9.928610011682412,-9.928888799331007
[[ 15.  55.]],-9.937077425234476,-9.937373527393477,-9.932164593034226
[[ 15.  56.]],-9.925568049853217,-9.925215891190069,-9.926605578789447
[[ 16.  57.]],-9.9344378103284,-9.93573349022018,-9.932680763319247
[[ 16.  58.]],-9.929674013192457,-9.928051092915293,-9.928965041398307
[[ 17.  59.]],-9.930693649210996,-9.930152436849252,-9.92991111686091
[[ 18.  62.]],-9.926853344854024,-9.931005749807246,-9.92217307817951
[[ 19.  63.]],-9.927707739731627,-9.929261620194305,-9.923612835370507
[[ 20.  64.]],-9.925670330413068,-9.927360398157855,-9.923622487062175
[[ 22.  66.]],-9.944232151560824,-9.928299188877908,-9.92500656364934
[[ 23.  68.]],-9.921392606239188,-9.92453044899775,-9.908672176437006
[[ 25.  69.]],-9.927743704485877,-9.928232175566237,-9.935123911943654
[[ 26.  70.]],-9.922931680923584,-9.925163516830706,-9.919901580266067
[[ 28.  71.]],-9.933498625027953,-9.929378865531367,-9.92525650424346
[[ 30.  72.]],-9.930522649826909,-9.929949864189537,-9.929251613286977
[[ 31.  72.]],-9.934664426697637,-9.934422337192183,-9.933484812510539
[[ 33.  72.]],-9.945378993749884,-9.942212868673828,-9.940105422255602
[[ 35.  72.]],-9.952783352577967,-9.950070456744537,-9.944839983330413
[[ 37.  73.]],-9.948308543358262,-9.940278100602336,-9.940150185986324
[[ 38.  73.]],-9.952155298307924,-9.949506438842011,-9.939373705438184
[[ 40.  73.]],-9.951419162456288,-9.94594260893299,-9.941402268047224
[[ 42.  74.]],-9.935365858112654,-9.930741956431218,-9.926378041178312
[[ 44.  73.]],-9.940645938876383,-9.937622793139584,-9.936824721619
[[ 46.  72.]],-9.948259952042722,-9.944252735082381,-9.942903630384222
[[ 49.  70.]],-9.95387252996638,-9.95208412390387,-9.948434658015598
[[ 51.  69.]],-9.94621706878963,-9.94550721772625,-9.945614328226542
[[ 52.  69.]],-9.93918976563835,-9.939517238935787,-9.938166235071348
[[ 55.  64.]],-9.953237577846588,-9.953516417942707,-9.953169180741533
[[ 56.  62.]],-9.956763715229323,-9.956617213752,-9.956643936121845
[[ 58.  58.]],-9.955951677653179,-9.95594755055313,-9.955703950570816
[[ 58.  56.]],-9.958458955507917,-9.9585014530333,-9.958494132485765
[[ 59.  54.]],-9.956693311950607,-9.956679815117102,-9.956847838836646
[[ 59.  47.]],-9.957387415296477,-9.959412536294176,-9.957035161742494
[[ 58.  43.]],-9.959480598964447,-9.959659970626507,-9.959781064192457
[[ 56.  40.]],-9.959799690829481,-9.959868568976114,-9.959916532006806
[[ 55.  38.]],-9.960157041180588,-9.960396907435438,-9.960253454678575
[[ 53.  35.]],-9.960783619015745,-9.96096404839788,-9.960990094868318
[[ 51.  32.]],-9.959955786110683,-9.961070747523022,-9.960024144196208
[[ 49.  30.]],-9.957675022419922,-9.957699652132344,-9.958457231015995
[[ 48.  29.]],-9.956602851532864,-9.957070085214006,-9.956739093905307
[[ 46.  28.]],-9.959625631041462,-9.959716839988943,-9.959605729889082
[[ 40.  24.]],-9.95183331750158,-9.951996584002565,-9.959506818171947
[[ 38.  23.]],-9.947677360127082,-9.948932471678978,-9.947977522771245
[[ 36.  24.]],-9.954176197127119,-9.957317248047145,-9.954318708863894
[[ 34.  23.]],-9.947698988213508,-9.947929033998,-9.947965755685088
[[ 32.  23.]],-9.947620413874262,-9.947401572029433,-9.947626575379363
[[ 30.  24.]],-9.951987286009068,-9.952229761985402,-9.95199161453542
[[ 28.  24.]],-9.948344689080688,-9.948396008731374,-9.952262352143542
[[ 26.  24.]],-9.94290265397417,-9.943853451212435,-9.945300195869835
[[ 24.  26.]],-9.949275578918225,-9.949331891298883,-9.949549585687636
[[ 23.  28.]],-9.955550075612695,-9.957005838201274,-9.956381030978326
[[ 21.  28.]],-9.947769983102976,-9.947778133403883,-9.947946534675431
[[ 19.  30.]],-9.948062674404095,-9.94782135105878,-9.948024243409048
[[ 18.  31.]],-9.947102376427617,-9.946937185213953,-9.947277148396935
[[ 17.  32.]],-9.944810957615251,-9.945687755606427,-9.945624319567012
[[ 15.  33.]],-9.93641277005331,-9.936413344231672,-9.936369700249864
[[ 14.  35.]],-9.937396411140817,-9.937483511429033,-9.937394531901617
[[ 13.  37.]],-9.935653738881264,-9.935924668409767,-9.935721722277329
[[ 13.  40.]],-9.939844254147104,-9.939875647775628,-9.940186870209683
[[ 12.  41.]],-9.933543142699973,-9.933944504845783,-9.933705308466653
[[ 11.  42.]],-9.925586679455641,-9.925807014139282,-9.925485108753447
[[ 11.  44.]],-9.924731413676763,-9.9249940440606,-9.925097007362961
[[ 11.  47.]],-9.922268574795073,-9.922363725068118,-9.922319167650095
[[ 11.  48.]],-9.918545588441349,-9.918200596487562,-9.918335962759864
[[ 11.  50.]],-9.911749466045508,-9.912668234411347,-9.910820136352108
[[ 11.  53.]],-9.903753239880944,-9.900073688911238,-9.899933381073494
[[ 11.  55.]],-9.88872631779484,-9.888928217283485,-9.8879035284489
[[ 12.  56.]],-9.897392416778796,-9.889517503330552,-9.889336031627153
[[ 13.  58.]],-9.88749618025611,-9.888544337987614,-9.886329626395245
[[ 13.  61.]],-9.872113154087435,-9.86628279317372,-9.859513174257463
[[ 14.  63.]],-9.8600956352793,-9.8586941164814,-9.852542838377902
[[ 16.  65.]],-9.870958668894989,-9.865379344678658,-9.854728353764116
[[ 17.  68.]],-9.822455639477637,-9.817578007718376,-9.799819550930213
[[ 19.  69.]],-9.84607680411652,-9.850832001932023,-9.832232920022816
[[ 20.  69.]],-9.879763652269208,-9.869731870304726,-9.872931345829183
[[ 22.  71.]],-9.871551937857364,-9.867856708768898,-9.846322616836687
[[ 24.  71.]],-9.914738491334312,-9.878972988785186,-9.863764900035553
[[ 25.  73.]],-9.868824773284016,-9.86518483213489,-9.851698140616199
[[ 27.  74.]],-9.868337358509402,-9.865004310139566,-9.845886173104816
[[ 29.  75.]],-9.875354749113592,-9.883373601407383,-9.859074709300574
[[ 31.  75.]],-9.883023170676344,-9.895532817395198,-9.863221838262762
[[ 33.  75.]],-9.905060850482165,-9.90466707282315,-9.902476427097916
[[ 35.  75.]],-9.92614425833767,-9.919474987420633,-9.914544818343842
[[ 37.  76.]],-9.918101497182,-9.912958973547688,-9.900939266719456
[[ 39.  75.]],-9.926906866392363,-9.927688524893194,-9.922393209357482
[[ 41.  74.]],-9.9331782757491,-9.934331191075788,-9.93298853095951
[[ 43.  74.]],-9.936437380529313,-9.935864483745029,-9.92941793072753
[[ 45.  74.]],-9.934323320062473,-9.927730973581363,-9.927889251546656
[[ 47.  74.]],-9.923403659312171,-9.923623998861492,-9.923394754102393
[[ 49.  73.]],-9.921777205689413,-9.92327246569934,-9.92126603278234
[[ 50.  73.]],-9.928850675530676,-9.918009725897921,-9.911581984964672
[[ 52.  71.]],-9.9309119541231,-9.925747613186477,-9.922520447664091
[[ 54.  71.]],-9.915076269580183,-9.906099139757897,-9.899766207158901
[[ 55.  69.]],-9.92404002527394,-9.918850253419436,-9.918752590817736
[[ 57.  67.]],-9.919112149109921,-9.916754355402716,-9.91701091792196
[[ 58.  65.]],-9.921080170581474,-9.917456294941132,-9.917637745525052
[[ 59.  63.]],-9.928596412606288,-9.928136535541825,-9.927794763117914
[[ 60.  61.]],-9.934326120881773,-9.929139937209733,-9.928998389478718
[[ 61.  59.]],-9.925142952289779,-9.92822234450371,-9.924902517488102
[[ 61.  58.]],-9.931230675073316,-9.932203003182822,-9.931353516235893
[[ 62.  57.]],-9.927452624354236,-9.928995039218991,-9.923833748752596
[[ 62.  56.]],-9.92544826810206,-9.925041708994144,-9.925228842441884
[[ 63.  55.]],-9.92301309787908,-9.923971271624199,-9.922021154568133
[[ 63.  52.]],-9.92605315072856,-9.926375678118953,-9.926423405080586
[[ 63.  50.]],-9.927904003614053,-9.92803796133644,-9.92782814168002
[[ 63.  47.]],-9.924155882153103,-9.924777362940556,-9.924109881284966
[[ 62.  45.]],-9.932312878200408,-9.937901388256117,-9.932777665871187
[[ 62.  43.]],-9.926070750351233,-9.926787863401053,-9.928112546420804
[[ 61.  40.]],-9.927172080729157,-9.929484381012667,-9.93150944754384
[[ 60.  39.]],-9.932510964132993,-9.931061376121813,-9.929696023790502
[[ 59.  36.]],-9.92579545346121,-9.927444818611775,-9.930968429539977
[[ 58.  35.]],-9.931143896343366,-9.92702747713976,-9.927624239610012
[[ 57.  34.]],-9.933172313286207,-9.93320765930279,-9.93355952506202
[[ 56.  33.]],-9.932954337792085,-9.937504021310096,-9.934742269179775
[[ 54.  31.]],-9.935830254163696,-9.935875624068824,-9.94120194241723
[[ 53.  29.]],-9.934044102396264,-9.932429667585252,-9.932599564707315
[[ 51.  27.]],-9.933839128452039,-9.933916072225868,-9.933752469038877
[[ 49.  25.]],-9.925449803340236,-9.932505713902282,-9.928414570356779
[[ 47.  24.]],-9.931621920924457,-9.935683405722756,-9.936052498198142
[[ 45.  23.]],-9.93284720834342,-9.933887275309091,-9.939940371352316
[[ 43.  22.]],-9.929254877094868,-9.936385081381141,-9.929386781486755
[[ 41.  22.]],-9.935490648499279,-9.935873481663453,-9.935719778841447
[[ 39.  22.]],-9.941228183918287,-9.941982723216906,-9.946569837154236
[[ 36.  22.]],-9.941628381690753,-9.942595671674113,-9.942687533554404
[[ 34.  22.]],-9.943361301013233,-9.945531372047132,-9.945902730224741
[[ 28.  25.]],-9.953886992116482,-9.953840440124353,-9.954552425551167
[[ 27.  27.]],-9.961456739921333,-9.961612595220592,-9.961635807286584
[[ 25.  27.]],-9.955754200943334,-9.955974575092856,-9.9566836002916
[[ 23.  27.]],-9.949777646753123,-9.94975821421073,-9.949657613636537
[[ 20.  30.]],-9.952090645781027,-9.952339827880381,-9.952473276053524
[[ 16.  34.]],-9.94762930864022,-9.94774289269315,-9.947795503344814
[[ 15.  35.]],-9.944847885744213,-9.944867761388329,-9.944765394306488
[[ 14.  36.]],-9.94069622186665,-9.940972487973232,-9.940758325147714
[[ 12.  38.]],-9.930116820528344,-9.929837355181533,-9.930298330633436
[[ 11.  39.]],-9.922276708915113,-9.92255669651306,-9.922226621183409
[[ 10.  40.]],-9.916832090804023,-9.916857974441246,-9.916900638595411
[[ 10.  43.]],-9.91598153898167,-9.915999283326887,-9.916296821613466
[[  9.  44.]],-9.906594698742177,-9.906501446201563,-9.906314813623542
[[  9.  45.]],-9.903709208625814,-9.903698725706258,-9.903865234453447
[[  9.  47.]],-9.900941987900048,-9.90081320025986,-9.900678750434613
[[  9.  48.]],-9.900086115678038,-9.899690684472967,-9.904541152391529
[[  9.  49.]],-9.89476800690248,-9.894267369386847,-9.894851941404855
[[  9.  51.]],-9.886988405456627,-9.884786996464431,-9.883823105680424
[[  9.  53.]],-9.880042773016376,-9.882439987221463,-9.87037811467004
[[ 10.  56.]],-9.870256483629722,-9.871579830372863,-9.85853673468336
[[ 10.  57.]],-9.862540874970296,-9.858773176671306,-9.848684328442294
[[ 11.  58.]],-9.871847486738407,-9.861649371906623,-9.853984625736926
[[ 12.  61.]],-9.855473447454935,-9.837217511484232,-9.842655615646935
[[ 13.  63.]],-9.838430318147477,-9.833742248531193,-9.816553044083287
[[ 14.  64.]],-9.83960584646782,-9.840137734241477,-9.813912982136806
[[ 15.  65.]],-9.84335914820399,-9.836719716592905,-9.850564259800867
[[ 18.  69.]],-9.849935385344297,-9.813999699359085,-9.788159464091848
[[ 20.  72.]],-9.80330625362988,-9.785365276734447,-9.74535763636063
[[ 22.  73.]],-9.792066294611203,-9.794906701446509,-9.745899529415373
[[ 24.  74.]],-9.828468133178458,-9.814982367024161,-9.777897085889943
[[ 25.  74.]],-9.845727344754646,-9.84902602671393,-9.84252019572733
[[ 27.  76.]],-9.831489432219662,-9.831651983805543,-9.837292371123336
[[ 30.  76.]],-9.8695712916702,-9.851267423086393,-9.837836375269221
[[ 32.  77.]],-9.843220875967264,-9.837033347116416,-9.829161206725844
[[ 34.  78.]],-9.85551799652828,-9.854917929656038,-9.824373418373844
[[ 36.  79.]],-9.833196021081775,-9.818540560898963,-9.818325802621294
[[ 38.  78.]],-9.885745403446087,-9.862561057403221,-9.82812079483729
[[ 41.  78.]],-9.884323551782726,-9.867155015158259,-9.85475294294502
[[ 43.  79.]],-9.836343457279867,-9.84135952846697,-9.806844321424814
[[ 45.  78.]],-9.857349951308796,-9.846792171594009,-9.841930020455377
[[ 47.  77.]],-9.880935570522851,-9.877158655997473,-9.8578536590667
[[ 49.  76.]],-9.894541245935915,-9.87912594642808,-9.86656943039917
[[ 51.  75.]],-9.89315615263585,-9.87853476116499,-9.87186051746184
[[ 53.  73.]],-9.893992245013376,-9.892655715311934,-9.889171353914133
[[ 55.  72.]],-9.886146757993798,-9.888549339018422,-9.879600404238943
[[ 56.  71.]],-9.879926405507518,-9.887296367179463,-9.879166708196065
[[ 58.  70.]],-9.87039024119022,-9.870056172928503,-9.869700907946577
[[ 60.  69.]],-9.874432348033169,-9.86620746135976,-9.847234826748764
[[ 61.  66.]],-9.87646740374534,-9.879081187051174,-9.872830646139583
[[ 62.  64.]],-9.88685973738188,-9.8811853312237,-9.881043958812258
[[ 63.  62.]],-9.877102035610202,-9.878180482516855,-9.87801406073839
[[ 64.  60.]],-9.875120998716417,-9.876030118523813,-9.879986714127217
[[ 64.  58.]],-9.896530271247967,-9.896332150069624,-9.897928174270508
[[ 65.  56.]],-9.88334304650142,-9.876433729051882,-9.875422549329887
[[ 65.  54.]],-9.891171470781472,-9.890542216380542,-9.890419601450798
[[ 65.  51.]],-9.902933920681424,-9.90314053110998,-9.90296320778615
[[ 65.  50.]],-9.901607167566716,-9.901921000943586,-9.901601186478663
[[ 36.  49.]],-9.998681268072973,-9.998676832644618,-9.998674132795456
[[ 36.  50.]],-9.998573970640736,-9.998559955102484,-9.998525514360141
[[ 37.  50.]],-9.999060959286686,-9.99894924405174,-9.998578406982633
[[ 37.  51.]],-9.998522197170015,-9.998431301235506,-9.998427702356683
[[ 38.  51.]],-9.998771916416374,-9.998776787071817,-9.99872377497303
[[ 38.  50.]],-9.998969291873633,-9.999001113686854,-9.99879603297672
[[ 38.  49.]],-9.998793650135553,-9.99902952847811,-9.998867086813318
[[ 38.  48.]],-9.998547161632077,-9.998558899400713,-9.99856745189045
[[ 38.  47.]],-9.998366803555092,-9.99840458890823,-9.998409208199604
[[ 37.  47.]],-9.998528531514939,-9.998543263636504,-9.99862212494484
[[ 37.  46.]],-9.998330986955633,-9.99833806594539,-9.998388376303543
[[ 36.  45.]],-9.998037932042694,-9.998075521729461,-9.99812176235919
[[ 36.  46.]],-9.998218936236077,-9.99825117386348,-9.998430126445047
[[ 35.  46.]],-9.998061991863636,-9.998186978696472,-9.99815457205182
[[ 35.  47.]],-9.998299256561763,-9.99832215796286,-9.998119133767931
[[ 35.  45.]],-9.997863072975496,-9.998012123306689,-9.99787963165658
[[ 34.  46.]],-9.99781023697862,-9.997534238915165,-9.997728801786787
[[ 34.  45.]],-9.997551229617768,-9.997769990024679,-9.997745859246802
[[ 34.  47.]],-9.997827961124916,-9.997801341230518,-9.997826797611065
[[ 33.  48.]],-9.99743226045056,-9.997491121746217,-9.997454581687533
[[ 33.  49.]],-9.997910008095847,-9.997905755366984,-9.997699882113208
[[ 33.  50.]],-9.997957912474195,-9.998014553244145,-9.997654470622999
[[ 33.  51.]],-9.997524446960599,-9.997504038277494,-9.997350597700443
[[ 34.  52.]],-9.997592160061282,-9.997593292989514,-9.997520926392383
[[ 34.  53.]],-9.997273734339881,-9.997678712756562,-9.997127167195409
[[ 35.  53.]],-9.997829700443706,-9.997789973095431,-9.997539789974187
[[ 35.  54.]],-9.997596081072746,-9.99748393239993,-9.997164018438637
[[ 36.  55.]],-9.997456641297966,-9.997230925996043,-9.996912543019633
[[ 41.  53.]],-9.997862965532967,-9.997943316169037,-9.99786786212135
[[ 41.  52.]],-9.998095707415462,-9.998093117012235,-9.998083746843287
[[ 41.  51.]],-9.998202540133002,-9.998195694375532,-9.998186443702485
[[ 41.  49.]],-9.998385353464636,-9.99839634853354,-9.998392505804693
[[ 41.  50.]],-9.998385962080286,-9.998381275295596,-9.998377690649386
[[ 40.  46.]],-9.997937259527976,-9.997955166803116,-9.997969769366614
[[ 39.  45.]],-9.997845612594123,-9.997852482821449,-9.997847173510221
[[ 39.  46.]],-9.998040275018614,-9.998075020604835,-9.998044035380516
[[ 38.  46.]],-9.998195717836877,-9.998207690650977,-9.998282597863886
[[ 38.  45.]],-9.997917637150604,-9.997995421938985,-9.99813353442165
[[ 36.  47.]],-9.998404612462686,-9.998444662211199,-9.998433932635693
[[ 35.  48.]],-9.998186207250539,-9.998204604150413,-9.998210052687064
[[ 35.  49.]],-9.99849069343526,-9.998492782996909,-9.998484495231539
[[ 35.  50.]],-9.998382854730396,-9.998349718007141,-9.998327021370876
[[ 35.  51.]],-9.998229563527538,-9.998216905673766,-9.998101155378867
[[ 35.  52.]],-9.99819696250753,-9.998020042354675,-9.997848898643218
[[ 36.  51.]],-9.998462626065537,-9.99835093721665,-9.998319307358743
[[ 36.  52.]],-9.998339042710596,-9.998276337956137,-9.998089620907537
[[ 37.  53.]],-9.998251034690355,-9.998151427525825,-9.998089155936746
[[ 37.  52.]],-9.99829979727067,-9.998371101542963,-9.998280419273543
[[ 38.  53.]],-9.998166654533096,-9.998200537305495,-9.997885261481864
[[ 37.  42.]],-9.997030927692485,-9.997060540653852,-9.997080815416057
[[ 35.  43.]],-9.997396454103225,-9.997408016654658,-9.99741438078197
[[ 35.  44.]],-9.997695549596447,-9.997692428491868,-9.99777412578322
[[ 34.  43.]],-9.997292366540993,-9.997311236263453,-9.997310450977801
[[ 30.  45.]],-9.995224584464903,-9.995239932095867,-9.995233455512418
[[ 29.  47.]],-9.994241654534775,-9.994259126346087,-9.994231862406476
[[ 29.  52.]],-9.993081141189935,-9.993055803856189,-9.993052504404293
[[ 30.  55.]],-9.992088738698934,-9.992104607672061,-9.992061537800804
[[ 33.  58.]],-9.991971364129961,-9.991954642971484,-9.991948924101496
[[ 46.  52.]],-9.994881909295367,-9.994862449779855,-9.994872707849687
[[ 40.  41.]],-9.995916094082665,-9.996220703646726,-9.996356967816293
[[ 48.  46.]],-9.99219052148342,-9.991707827368268,-9.991699941200457
[[ 27.  37.]],-9.9899719535859,-9.990022144261168,-9.990020470329751
[[ 26.  38.]],-9.989630014209473,-9.989692798898329,-9.990017158376208
[[ 21.  47.]],-9.982559435217793,-9.98243808226689,-9.982479314354233
[[ 21.  52.]],-9.979477337844976,-9.979137418226472,-9.978901633548238
[[ 22.  55.]],-9.979856241241382,-9.978179127686804,-9.97803411203038
[[ 24.  59.]],-9.980630375621567,-9.976174391983056,-9.976117526291477
[[ 44.  65.]],-9.981955313960396,-9.981293300460287,-9.981308099541963
[[ 49.  43.]],-9.988144567688547,-9.988141867352216,-9.98816896565326
[[ 49.  42.]],-9.987431915208523,-9.987516425853196,-9.987703053902175
[[ 30.  36.]],-9.991343091584714,-9.99138691350859,-9.991530366058186
[[ 25.  38.]],-9.988496283614571,-9.988561053540005,-9.98904592250741
[[ 24.  38.]],-9.986894864346592,-9.986940596534977,-9.986918363022156
[[ 23.  40.]],-9.986796817765489,-9.986822921974394,-9.986830557577779
[[ 21.  49.]],-9.981482643876637,-9.981443172611929,-9.981469010281558
[[ 23.  57.]],-9.977554661691011,-9.97735790918245,-9.977281837093699
[[ 35.  67.]],-9.974940463565938,-9.974466001108599,-9.9743356930163
[[ 42.  67.]],-9.976935309850797,-9.97677642403615,-9.976781575353387
[[ 46.  65.]],-9.980398233800392,-9.979229369215316,-9.979269490906184
[[ 47.  65.]],-9.977758950802118,-9.977582380689908,-9.977475929552023
[[ 48.  64.]],-9.979216969203126,-9.979085561805643,-9.979164912307462
[[ 49.  63.]],-9.981253616871856,-9.98015750849272,-9.979444835784486
[[ 50.  62.]],-9.98089991994573,-9.979760441669326,-9.979727778316477
[[ 51.  60.]],-9.981709832371083,-9.981628563771272,-9.981661872451316
[[ 52.  59.]],-9.980490701591243,-9.980190370877118,-9.98006559754278
[[ 52.  58.]],-9.981948229931,-9.981912826915954,-9.981941107893523
[[ 53.  57.]],-9.980303510936187,-9.980440911896428,-9.980336640434775
[[ 54.  56.]],-9.978970975448558,-9.978965877818561,-9.979022106464953
[[ 54.  55.]],-9.979617434635873,-9.97987508068817,-9.979579292611929
[[ 54.  52.]],-9.980721734955981,-9.980816796890805,-9.980725423625627
[[ 54.  51.]],-9.981092434361956,-9.981132044908223,-9.981180761357033
[[ 54.  50.]],-9.981551042669553,-9.981552458376024,-9.981552195978471
[[ 54.  49.]],-9.981307018606268,-9.981306622200206,-9.98138290171451
[[ 54.  48.]],-9.981143882159646,-9.981062971793882,-9.980975230331676
[[ 54.  47.]],-9.980355565898236,-9.980416516263178,-9.98049687314858
[[ 54.  46.]],-9.979405605834485,-9.979547727516652,-9.979456402383024
[[ 53.  45.]],-9.981393349349649,-9.98137837155376,-9.981449422408444
[[ 53.  43.]],-9.979828348470098,-9.979887582528617,-9.979929064282203
[[ 52.  41.]],-9.979748307308267,-9.979685546555334,-9.979791486552514
[[ 52.  40.]],-9.977451631828805,-9.9780999410239,-9.97746252866128
[[ 51.  39.]],-9.979266303111046,-9.97950745358073,-9.979281775065765
[[ 50.  37.]],-9.97769980450932,-9.978181212317669,-9.977865379773114
[[ 49.  37.]],-9.980317870710822,-9.980335218387577,-9.981204765008448
[[ 47.  35.]],-9.98056984313892,-9.980636842149217,-9.980682085794593
[[ 43.  32.]],-9.979753142751653,-9.979838239474553,-9.981638869928382
[[ 41.  32.]],-9.98125516270041,-9.981284253962588,-9.98312168026081
[[ 40.  32.]],-9.98126381721322,-9.981349587998187,-9.98141465972342
[[ 39.  31.]],-9.97990663880382,-9.979993685302947,-9.979886294642228
[[ 37.  31.]],-9.980015739802665,-9.980650940999084,-9.983158429178363
[[ 36.  31.]],-9.980395451447897,-9.980466684381318,-9.981078619354546
[[ 31.  31.]],-9.978768163504244,-9.979281053921293,-9.980754751697976
[[ 30.  33.]],-9.984086094697096,-9.98453043315696,-9.985238200264755
[[ 29.  34.]],-9.987336780156623,-9.987389924360516,-9.987902808186806
[[ 28.  35.]],-9.98830719488206,-9.988340344641863,-9.988316435820837
[[ 24.  39.]],-9.987650760181877,-9.987630743871406,-9.987633541956512
[[ 23.  41.]],-9.987066641255687,-9.98709932318315,-9.987041107468388
[[ 22.  44.]],-9.985465053738476,-9.985443046115355,-9.985387990708384
[[ 21.  44.]],-9.983419973867305,-9.983484201338497,-9.983419029502066
[[ 21.  54.]],-9.97693754610033,-9.977093786025316,-9.976684414635095
[[ 28.  64.]],-9.97228004417358,-9.972210629441967,-9.972028497139574
[[ 31.  66.]],-9.973745603879873,-9.973765756938118,-9.973738061794718
[[ 33.  67.]],-9.974314080428302,-9.972821586210912,-9.972712950522947
[[ 34.  69.]],-9.971265240426744,-9.96560721516244,-9.964547250679162
[[ 36.  69.]],-9.968928870490762,-9.968501154812069,-9.96760421204702
[[ 37.  69.]],-9.972503771217903,-9.970427433665089,-9.968276790046234
[[ 40.  69.]],-9.96872336014022,-9.967766866783805,-9.967634761850876
[[ 42.  69.]],-9.968063847097838,-9.970389001123062,-9.967953349748145
[[ 45.  67.]],-9.9742919102036,-9.974443974715454,-9.974335799597617
[[ 46.  66.]],-9.976933921632806,-9.976234559406087,-9.976243908005197
[[ 47.  66.]],-9.974793208729034,-9.974842486694868,-9.974741368249472
[[ 49.  66.]],-9.971334219927305,-9.971498600425537,-9.971205545172223
